round,accuracy,auc,f1-score,loss,precision,recall
1,0.9174757281553398,0.975912418827611,0.909560544588233,0.7101160299430773,0.9255550274967751,0.9174757281553398
2,0.9660194174757282,0.9680058416098883,0.960136674350703,0.4630062562748066,0.9675284930350359,0.9660194174757282
3,0.9611650485436893,0.9595982214817906,0.9555717618476038,0.4535244309786454,0.9640367604898821,0.9611650485436893
4,0.9660194174757282,0.975438737825403,0.960219107467207,0.45317301125202364,0.9678298929237913,0.9660194174757282
5,0.970873786407767,0.9630488559059989,0.9649560795191864,0.4403949426215829,0.9721401435204726,0.970873786407767
6,0.970873786407767,0.9621799211084926,0.9649560795191864,0.4615565700438416,0.9721401435204726,0.970873786407767
7,0.9660194174757282,0.9820056953985524,0.9601561261611067,0.44171779769138225,0.9673251364183971,0.9660194174757282
8,0.9660194174757282,0.9679176277390562,0.960136674350703,0.44410127690694867,0.9675284930350359,0.9660194174757282
9,0.9660194174757282,0.9747839676411106,0.960136674350703,0.4478261531556694,0.9675284930350359,0.9660194174757282
10,0.9660194174757282,0.9643206053920339,0.960136674350703,0.4469676448882205,0.9675284930350359,0.9660194174757282
11,0.9660194174757282,0.9708277967206538,0.960136674350703,0.44679446735428374,0.9675284930350359,0.9660194174757282
12,0.9660194174757282,0.9713363293720436,0.960136674350703,0.44434462241756106,0.9675284930350359,0.9660194174757282
13,0.9660194174757282,0.9561246427317855,0.960136674350703,0.446142126634283,0.9675284930350359,0.9660194174757282
14,0.9660194174757282,0.963598547527119,0.960136674350703,0.44195321983504066,0.9675284930350359,0.9660194174757282
15,0.9660194174757282,0.9629888933460361,0.960136674350703,0.43835934041773233,0.9675284930350359,0.9660194174757282
16,0.9660194174757282,0.9616126794698224,0.960136674350703,0.4557270181989207,0.9675284930350359,0.9660194174757282
17,0.9611650485436893,0.9496942327299469,0.9554549684409681,0.4560542019825537,0.9631526907410971,0.9611650485436893
18,0.9660194174757282,0.9648593282521855,0.960136674350703,0.44503064554871863,0.9675284930350359,0.9660194174757282
19,0.9660194174757282,0.9591103394674824,0.960136674350703,0.4362821989846461,0.9675284930350359,0.9660194174757282
20,0.9660194174757282,0.9752681600895888,0.960136674350703,0.4236310240134452,0.9675284930350359,0.9660194174757282
21,0.9660194174757282,0.9703456935599792,0.960136674350703,0.4419271639249857,0.9675284930350359,0.9660194174757282
22,0.9660194174757282,0.9619214762071905,0.960136674350703,0.43972275268684313,0.9675284930350359,0.9660194174757282
