round,accuracy,auc,f1-score,loss,precision,recall
1,0.6893203883495146,0.9477594134957652,0.702221640300342,1.0536783273937633,0.7994288977727013,0.6893203883495146
2,0.8543689320388349,0.9680320415011202,0.8585164130789217,0.6600701623749965,0.9272923408845739,0.8543689320388349
3,0.8883495145631068,0.9609928670208846,0.8879717924602725,0.542972161931899,0.9315719202926512,0.8883495145631068
4,0.8786407766990292,0.9489253829505834,0.875754201584914,0.6340313038779694,0.9260236386661037,0.8786407766990292
5,0.9174757281553398,0.947238262303499,0.9154080671538286,0.5254955170224014,0.9407389325915146,0.9174757281553398
6,0.970873786407767,0.9424019915091343,0.9649202651873457,0.4659924536075407,0.9720023386010914,0.970873786407767
7,0.8883495145631068,0.9701733434871428,0.8746604570467211,0.5928440556942838,0.9107465684633412,0.8883495145631068
8,0.9029126213592233,0.9614476131199926,0.8865731124321906,0.5460324744576389,0.9210631601408302,0.9029126213592233
9,0.9174757281553398,0.9395375067782188,0.9051573992350691,0.5293130191784461,0.9285735623599702,0.9174757281553398
10,0.9223300970873787,0.9696528569634447,0.9121126090418104,0.5165305369108626,0.9380843452838284,0.9223300970873787
11,0.9368932038834952,0.9549238245666817,0.9205509868718932,0.5008420142733935,0.94416897827092,0.9368932038834952
12,0.8932038834951457,0.9517034332160382,0.8763267740420548,0.5749428752556588,0.9147974556411115,0.8932038834951457
13,0.912621359223301,0.9528305671162812,0.8965840570093186,0.556588337838071,0.9275465811771022,0.912621359223301
14,0.9077669902912622,0.9414495896638754,0.8983459387050777,0.5586334368557606,0.9293019952969663,0.9077669902912622
15,0.9223300970873787,0.9521919762991192,0.9114387799205385,0.5043604767438278,0.9360558894539478,0.9223300970873787
16,0.8932038834951457,0.9696582512576302,0.8855368883923994,0.5601051270383076,0.921629699442264,0.8932038834951457
17,0.912621359223301,0.9505598246669674,0.9083315950136838,0.5344977378845215,0.9339118996065284,0.912621359223301
18,0.9514563106796117,0.9586706488492204,0.9460116762893913,0.4769229449114753,0.956099620092866,0.9514563106796117
19,0.9368932038834952,0.9428199535342391,0.9298416420010492,0.4801961961880471,0.9448829240434038,0.9368932038834952
20,0.9223300970873787,0.9441751700680272,0.912566716635875,0.5231032247103534,0.937850509557981,0.9223300970873787
21,0.9174757281553398,0.9557378110949538,0.9107886271170405,0.5273352959781017,0.9359261837266042,0.9174757281553398
22,0.8932038834951457,0.9417244354744353,0.885231585567741,0.5545604119023073,0.9207405550865345,0.8932038834951457
