round,accuracy,auc,f1-score,loss,precision,recall
1,0.8883495145631068,0.9111613667838789,0.874580090276688,0.852392815849156,0.8943384221480342,0.8883495145631068
2,0.9466019417475728,0.9597640226399623,0.94185818544337,0.5036831498146057,0.9544780667564311,0.9466019417475728
3,0.9563106796116505,0.9774176986196003,0.9506746812649628,0.4415377563643224,0.9595629149238266,0.9563106796116505
4,0.9563106796116505,0.9828775551989838,0.9509684765452324,0.4767069281304924,0.9605734656589217,0.9563106796116505
5,0.9660194174757282,0.9549267495696067,0.9606717917253162,0.46761387355119277,0.9622280490397562,0.9660194174757282
6,0.9660194174757282,0.9764450559093416,0.960136674350703,0.4463186058604601,0.9675284930350359,0.9660194174757282
7,0.9563106796116505,0.979584315298601,0.9506746812649628,0.46145482491521,0.9595629149238266,0.9563106796116505
8,0.9660194174757282,0.9871622666265522,0.960136674350703,0.4377998524499171,0.9675284930350359,0.9660194174757282
9,0.9660194174757282,0.9720030211101639,0.960136674350703,0.45216190467760403,0.9675284930350359,0.9660194174757282
10,0.9660194174757282,0.9731488910060339,0.960136674350703,0.46502329336786735,0.9675284930350359,0.9660194174757282
11,0.970873786407767,0.9724876314162031,0.9649560795191864,0.4429381709654354,0.9721401435204726,0.970873786407767
12,0.9660194174757282,0.9871622666265525,0.960136674350703,0.45639077494445357,0.9675284930350359,0.9660194174757282
13,0.9660194174757282,0.9657207416135988,0.960136674350703,0.45338506953230184,0.9675284930350359,0.9660194174757282
14,0.970873786407767,0.9550509577295291,0.9649560795191864,0.4427499221366586,0.9721401435204726,0.970873786407767
15,0.970873786407767,0.9627371341657055,0.9649560795191864,0.45144342565999446,0.9721401435204726,0.970873786407767
16,0.9611650485436893,0.9605931070216783,0.9553797335350734,0.45608031865462517,0.9633560473577358,0.9611650485436893
17,0.9611650485436893,0.9645075444182586,0.9553797335350734,0.4518524165292388,0.9633560473577358,0.9611650485436893
18,0.9660194174757282,0.9656443781443781,0.960136674350703,0.4242161584710612,0.9675284930350359,0.9660194174757282
19,0.9514563106796117,0.9534192239549383,0.9460116762893913,0.45763298087907067,0.956099620092866,0.9514563106796117
