round,accuracy,auc,f1-score,loss,precision,recall
1,0.9223300970873787,0.9634454819688122,0.9167596038888495,0.8230794037430031,0.924066882416397,0.9223300970873787
2,0.9368932038834952,0.9766962297056716,0.9332059625889128,0.5257877452859601,0.94911373395097,0.9368932038834952
3,0.9466019417475728,0.9740554203706571,0.9413815108341823,0.49171755238644127,0.9529249331644856,0.9466019417475728
4,0.9611650485436893,0.979756786006786,0.9553797335350734,0.4460566425786435,0.9633560473577358,0.9611650485436893
5,0.9660194174757282,0.9637604673318958,0.960136674350703,0.4645852110918286,0.9675284930350359,0.9660194174757282
6,0.9611650485436893,0.9529127805913521,0.9553797335350734,0.4674170844763228,0.9633560473577358,0.9611650485436893
7,0.9660194174757282,0.9711047318190177,0.960219107467207,0.4343767455480631,0.9678298929237913,0.9660194174757282
8,0.9660194174757282,0.9613063898778186,0.960136674350703,0.4538404892370539,0.9675284930350359,0.9660194174757282
9,0.9660194174757282,0.9397079593508165,0.960136674350703,0.4582771673364547,0.9675284930350359,0.9660194174757282
10,0.970873786407767,0.9625747965033681,0.9649560795191864,0.44553078349354197,0.9721401435204726,0.970873786407767
11,0.9611650485436893,0.9557138887496032,0.9553797335350734,0.4632883228144599,0.9633560473577358,0.9611650485436893
12,0.9660194174757282,0.9427481864981865,0.960136674350703,0.462431536137479,0.9675284930350359,0.9660194174757282
13,0.9611650485436893,0.9598723027294457,0.9553797335350734,0.4539885240272411,0.9633560473577358,0.9611650485436893
14,0.9611650485436893,0.9146698298484012,0.9553797335350734,0.47087896391026024,0.9633560473577358,0.9611650485436893
15,0.970873786407767,0.9440199359842218,0.9649560795191864,0.4498373339477095,0.9721401435204726,0.970873786407767
16,0.9611650485436893,0.9527668438382725,0.9553797335350734,0.4687234313742628,0.9633560473577358,0.9611650485436893
17,0.970873786407767,0.9241077696434841,0.9649560795191864,0.456492750679405,0.9721401435204726,0.970873786407767
18,0.9660194174757282,0.9342111476040046,0.960136674350703,0.45279641897933,0.9675284930350359,0.9660194174757282
19,0.970873786407767,0.9332184225041367,0.9649560795191864,0.4614969263377699,0.9721401435204726,0.970873786407767
20,0.970873786407767,0.9272545504688361,0.9649560795191864,0.45054636273569276,0.9721401435204726,0.970873786407767
