round,accuracy,auc,f1-score,loss,precision,recall
1,0.8980582524271845,0.9325963108636705,0.8815369123652386,0.7702561061359147,0.9120502569960022,0.8980582524271845
2,0.9320388349514563,0.9524745479466843,0.9269849133997582,0.5404271795911696,0.9428987056807131,0.9320388349514563
3,0.9514563106796117,0.9482048253803009,0.9460116762893913,0.48970287546370794,0.956099620092866,0.9514563106796117
4,0.9563106796116505,0.9646071512142941,0.9517810875137367,0.4412611372841215,0.9509375594898153,0.9563106796116505
5,0.9563106796116505,0.9754745817245819,0.9508646860526986,0.4390259136274023,0.9591532111520691,0.9563106796116505
6,0.9563106796116505,0.9604210541710542,0.9504515978058189,0.47669516952292434,0.9587725381414703,0.9563106796116505
7,0.9660194174757282,0.9718267896839325,0.960136674350703,0.4424813702268508,0.9675284930350359,0.9660194174757282
8,0.9611650485436893,0.9846314078456935,0.9553797335350734,0.44034046281888645,0.9633560473577358,0.9611650485436893
9,0.9611650485436893,0.9742968501897074,0.9553797335350734,0.44263135316302477,0.9633560473577358,0.9611650485436893
10,0.970873786407767,0.9720512836584264,0.9649560795191864,0.4407743826074508,0.9721401435204726,0.970873786407767
11,0.9660194174757282,0.9664390387604672,0.960136674350703,0.441132132578822,0.9675284930350359,0.9660194174757282
12,0.970873786407767,0.9451036495679354,0.9649560795191864,0.45457363244399285,0.9721401435204726,0.970873786407767
13,0.9660194174757282,0.9490321374249945,0.960136674350703,0.4569886726083107,0.9675284930350359,0.9660194174757282
14,0.9611650485436893,0.9802413963128249,0.9553797335350734,0.4500472762630981,0.9633560473577358,0.9611650485436893
15,0.9611650485436893,0.964519505590934,0.9553797335350734,0.4466311025966718,0.9633560473577358,0.9611650485436893
16,0.970873786407767,0.9665082986511557,0.9649560795191864,0.4353314976669052,0.9721401435204726,0.970873786407767
17,0.970873786407767,0.947860673753531,0.9649560795191864,0.4474171162808983,0.9721401435204726,0.970873786407767
18,0.9660194174757282,0.9619424735496163,0.960136674350703,0.4405694282749324,0.9675284930350359,0.9660194174757282
19,0.9660194174757282,0.9584730022230024,0.960136674350703,0.4554788991085534,0.9675284930350359,0.9660194174757282
20,0.9611650485436893,0.9781183665112237,0.9553797335350734,0.4495164390327861,0.9633560473577358,0.9611650485436893
21,0.970873786407767,0.9773803255946114,0.9649560795191864,0.4258862945061285,0.9721401435204726,0.970873786407767
22,0.9660194174757282,0.9616378553878555,0.960136674350703,0.43875363208715196,0.9675284930350359,0.9660194174757282
