round,accuracy,auc,f1-score,loss,precision,recall
1,0.9174757281553398,0.9480048498126783,0.8999842400176703,0.8162449852934162,0.9222792455191946,0.9174757281553398
2,0.9514563106796117,0.9865842066168248,0.947024146698107,0.4605217136225654,0.9467651138125153,0.9514563106796117
3,0.9563106796116505,0.9810121345835632,0.9508646860526986,0.46381727237145876,0.9591532111520691,0.9563106796116505
4,0.9660194174757282,0.9656477210048638,0.960136674350703,0.4564021753454671,0.9675284930350359,0.9660194174757282
5,0.970873786407767,0.964957942636514,0.9649560795191864,0.4603145354002425,0.9721401435204726,0.970873786407767
6,0.9611650485436893,0.9514581139581139,0.9553797335350734,0.4631058643165144,0.9633560473577358,0.9611650485436893
7,0.970873786407767,0.9664344423272996,0.9649560795191864,0.44549682360250975,0.9721401435204726,0.970873786407767
8,0.9611650485436893,0.9409704115061256,0.9553144896040678,0.47224655313399233,0.9631190193476288,0.9611650485436893
9,0.9660194174757282,0.9534997659997662,0.960136674350703,0.4600005887665795,0.9675284930350359,0.9660194174757282
10,0.9563106796116505,0.9576338397766968,0.9504515978058189,0.47363577132086154,0.9587725381414703,0.9563106796116505
11,0.970873786407767,0.9545965376322519,0.9649560795191864,0.4567199916515535,0.9721401435204726,0.970873786407767
12,0.9660194174757282,0.9793485391699678,0.9601896778680422,0.4477273428324357,0.9677306698330657,0.9660194174757282
13,0.9563106796116505,0.97301799712514,0.9504515978058189,0.45644487975870524,0.9587725381414703,0.9563106796116505
14,0.9660194174757282,0.9714865491651207,0.960136674350703,0.441284459192776,0.9675284930350359,0.9660194174757282
15,0.970873786407767,0.9753961289675575,0.9649560795191864,0.44630261734851356,0.9721401435204726,0.970873786407767
16,0.970873786407767,0.9835279504922362,0.9649560795191864,0.44581056914283235,0.9721401435204726,0.970873786407767
17,0.970873786407767,0.9774558533487107,0.9649560795191864,0.44537164372147864,0.9721401435204726,0.970873786407767
18,0.970873786407767,0.9864955748884321,0.9649560795191864,0.44614979595813936,0.9721401435204726,0.970873786407767
19,0.9660194174757282,0.9656611969111968,0.960136674350703,0.46040981139951537,0.9675284930350359,0.9660194174757282
20,0.9660194174757282,0.9488379381236526,0.960136674350703,0.45050360016452456,0.9675284930350359,0.9660194174757282
21,0.970873786407767,0.9743744672316101,0.9649560795191864,0.4515842147243833,0.9721401435204726,0.970873786407767
22,0.970873786407767,0.9691897950826522,0.9649560795191864,0.4512005607479984,0.9721401435204726,0.970873786407767
