round,accuracy,auc,f1-score,loss,precision,recall
1,0.9320388349514563,0.9296406791735184,0.9201642453251007,0.733757148668604,0.9364282784083139,0.9320388349514563
2,0.9466019417475728,0.9699272758372713,0.94185818544337,0.49036926204718434,0.9544780667564311,0.9466019417475728
3,0.9514563106796117,0.9647404351628145,0.9460116762893913,0.47732411947065184,0.956099620092866,0.9514563106796117
4,0.9514563106796117,0.9676381854953283,0.9464001385163949,0.4694663401946281,0.9573987787305411,0.9514563106796117
5,0.9611650485436893,0.9572276822276822,0.9553797335350734,0.47479064805993754,0.9633560473577358,0.9611650485436893
6,0.970873786407767,0.9714932348860921,0.9649560795191864,0.4435408867678596,0.9721401435204726,0.970873786407767
7,0.970873786407767,0.9697549474335189,0.9649560795191864,0.44342374107212695,0.9721401435204726,0.970873786407767
8,0.970873786407767,0.9482148080362365,0.9649560795191864,0.45641308415283277,0.9721401435204726,0.970873786407767
9,0.9611650485436893,0.9541907979407981,0.9553797335350734,0.45810515498652044,0.9633560473577358,0.9611650485436893
10,0.9660194174757282,0.9185286399572117,0.960136674350703,0.4621725530879011,0.9675284930350359,0.9660194174757282
11,0.9611650485436893,0.9559694086479803,0.9553797335350734,0.4587826103840059,0.9633560473577358,0.9611650485436893
12,0.9611650485436893,0.9691146851861137,0.9553797335350734,0.46276021235197495,0.9633560473577358,0.9611650485436893
13,0.970873786407767,0.9708781485567203,0.9649560795191864,0.43959537351015704,0.9721401435204726,0.970873786407767
14,0.970873786407767,0.9552838088552374,0.9649560795191864,0.44849370058300425,0.9721401435204726,0.970873786407767
15,0.970873786407767,0.9437946062946062,0.9649560795191864,0.4487513668328813,0.9721401435204726,0.970873786407767
16,0.970873786407767,0.9358239733239734,0.9649560795191864,0.45862828990788135,0.9721401435204726,0.970873786407767
17,0.970873786407767,0.936715994751709,0.9649560795191864,0.45223503089645534,0.9721401435204726,0.970873786407767
18,0.970873786407767,0.9677347105918536,0.9649202651873457,0.4309837120829277,0.9720023386010914,0.970873786407767
